loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
149,Kimberley F. Anderson,Female,Widowed,0,Not Graduate,Yes,4900000,11900000,16,709,14600000,900000,18500000,3800000,Approved,37800000,2.43,0.31,Medium,Good,Low Risk,Eligible
150,Ashley Williams,Female,Married,5,Graduate,No,2000000,6200000,18,402,4000000,2100000,7200000,1100000,Rejected,14400000,3.1,0.43,Low,Poor,Medium Risk,Not Eligible
151,Linda Garcia,Female,Married,1,Not Graduate,Yes,5200000,19300000,8,481,14300000,9500000,18800000,4200000,Rejected,46800000,3.71,0.41,High,Poor,Medium Risk,Not Eligible
152,Betty Moore,Female,Single,5,Graduate,Yes,8900000,28800000,6,772,13600000,5500000,20400000,8400000,Approved,47900000,3.24,0.6,Very High,Excellent,Low Risk,Eligible
153,Lisa M. Brown,Female,Divorced,1,Graduate,Yes,6500000,20600000,2,306,15900000,1900000,18100000,3200000,Approved,39100000,3.17,0.53,High,Poor,Medium Risk,Not Eligible
154,Andrew Anderson,Male,Single,2,Not Graduate,No,1300000,4500000,6,415,0,900000,2900000,1200000,Rejected,5000000,3.46,0.9,Low,Poor,Medium Risk,Not Eligible
155,Michelle Y. Thomas,Female,Single,3,Not Graduate,No,9400000,35000000,16,548,18200000,4400000,36100000,4800000,Rejected,63500000,3.72,0.55,Very High,Poor,Medium Risk,Not Eligible
156,Emily O. Jones,Female,Divorced,5,Not Graduate,No,5000000,11200000,8,701,9100000,500000,14000000,4600000,Approved,28200000,2.24,0.4,Medium,Good,Low Risk,Eligible
157,Linda T. Smith,Female,Married,2,Graduate,No,3000000,7700000,12,890,4700000,4300000,8400000,2100000,Approved,19500000,2.57,0.39,Medium,Excellent,Low Risk,Eligible
158,Christopher Moore,Male,Married,5,Not Graduate,Yes,9900000,33300000,6,364,5300000,18700000,27800000,8300000,Rejected,60100000,3.36,0.55,Very High,Poor,Medium Risk,Not Eligible
159,William U. Anderson,Male,Married,5,Graduate,Yes,700000,1300000,20,704,1600000,0,2200000,600000,Approved,4400000,1.86,0.3,Low,Good,Low Risk,Eligible
160,Karen N. Taylor,Female,Married,3,Graduate,Yes,4000000,10600000,10,318,1500000,5100000,8000000,4900000,Rejected,19500000,2.65,0.54,Medium,Poor,Medium Risk,Not Eligible
161,Jessica M. Anderson,Female,Single,5,Not Graduate,No,3100000,9600000,2,761,5800000,1800000,10400000,4200000,Approved,22200000,3.1,0.43,Medium,Excellent,Low Risk,Eligible
162,Michael N. Rodriguez,Male,Single,4,Not Graduate,No,4500000,15100000,6,693,3700000,1500000,17800000,6000000,Approved,29000000,3.36,0.52,Medium,Good,Medium Risk,Eligible
163,Mary S. Martinez,Female,Married,3,Not Graduate,No,9700000,20600000,16,524,24200000,11100000,27400000,6100000,Rejected,68800000,2.12,0.3,Very High,Poor,Medium Risk,Not Eligible
164,Elizabeth L. Anderson,Female,Single,2,Not Graduate,Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000,Approved,13500000,2.65,0.39,Low,Good,Medium Risk,Eligible
165,Margaret W. Hernandez,Female,Single,2,Graduate,Yes,8100000,22300000,18,737,22300000,12600000,27000000,7300000,Approved,69200000,2.75,0.32,Very High,Good,Low Risk,Eligible
166,Jessica Wilson,Female,Married,0,Not Graduate,No,5700000,15900000,16,638,100000,9500000,16300000,4500000,Approved,30400000,2.79,0.52,High,Fair,Medium Risk,Eligible
167,Betty Jones,Female,Single,4,Not Graduate,No,5800000,12800000,2,656,500000,5000000,16000000,2800000,Approved,24300000,2.21,0.53,High,Good,Medium Risk,Eligible
168,Linda Anderson,Female,Divorced,1,Graduate,No,1800000,6500000,6,540,2500000,3200000,5000000,1100000,Rejected,11800000,3.61,0.55,Low,Poor,Medium Risk,Not Eligible
169,David E. Wilson,Male,Single,4,Not Graduate,Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,Rejected,32600000,3.87,1.08,Very High,Poor,Medium Risk,Not Eligible
170,Lisa U. Martin,Female,Single,0,Not Graduate,Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000,Approved,40700000,3.65,0.43,Medium,Poor,Medium Risk,Not Eligible
171,Emily U. Gonzalez,Female,Married,3,Not Graduate,Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000,Approved,21700000,2.76,0.48,Medium,Excellent,Low Risk,Eligible
172,Emily H. Johnson,Female,Married,0,Not Graduate,No,1900000,4100000,18,801,400000,800000,4800000,1200000,Approved,7200000,2.16,0.57,Low,Excellent,Low Risk,Eligible
173,Jessica Williams,Female,Single,3,Not Graduate,Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,Approved,22400000,2.64,0.42,Medium,Good,Low Risk,Eligible
174,Donald A. Garcia,Male,Single,2,Not Graduate,Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000,Rejected,49500000,3.81,0.57,High,Poor,Medium Risk,Not Eligible
175,Christopher Lopez,Male,Single,4,Not Graduate,Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000,Rejected,46200000,2.17,0.31,High,Poor,Medium Risk,Not Eligible
176,Donna Garcia,Female,Single,2,Graduate,No,1800000,5300000,6,826,4500000,700000,6500000,1300000,Approved,13000000,2.94,0.41,Low,Excellent,Low Risk,Eligible
177,Michelle Davis,Female,Married,4,Not Graduate,No,9200000,27200000,12,873,4500000,1800000,33800000,11400000,Approved,51500000,2.96,0.53,Very High,Excellent,Low Risk,Eligible
178,Donald Rodriguez,Male,Married,5,Not Graduate,Yes,2400000,8600000,8,309,500000,600000,5700000,2800000,Rejected,9600000,3.58,0.9,Low,Poor,Medium Risk,Not Eligible
179,Karen Moore,Female,Married,4,Not Graduate,No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,Approved,37300000,2.38,0.36,High,Excellent,Low Risk,Eligible
180,Donna N. Martinez,Female,Married,5,Graduate,No,3800000,13900000,12,534,4700000,2900000,8200000,2800000,Rejected,18600000,3.66,0.75,Medium,Poor,Medium Risk,Not Eligible
181,Karen P. Miller,Female,Single,3,Not Graduate,Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000,Approved,31900000,3.98,0.56,Medium,Excellent,Low Risk,Eligible
182,Donna W. Lopez,Female,Single,0,Graduate,Yes,900000,2200000,16,566,100000,700000,2000000,600000,Approved,3400000,2.44,0.65,Low,Fair,Medium Risk,Eligible
183,Sarah V. Smith,Female,Married,0,Not Graduate,No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,Approved,14600000,3.54,0.68,Medium,Good,Low Risk,Eligible
184,Kenneth J. Thomas,Male,Married,2,Not Graduate,No,7500000,23100000,4,824,12100000,10900000,26300000,9500000,Approved,58800000,3.08,0.39,High,Excellent,Low Risk,Eligible
185,Kenneth Lopez,Male,Single,4,Graduate,No,1400000,3100000,14,575,3000000,2100000,4900000,1400000,Approved,11400000,2.21,0.27,Low,Fair,Medium Risk,Eligible
186,Elizabeth U. Brown,Female,Single,2,Graduate,Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,Approved,17400000,2.87,0.63,Medium,Excellent,Low Risk,Eligible
187,Patricia Jackson,Female,Single,1,Not Graduate,Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000,Approved,10100000,2.94,0.5,Low,Excellent,Low Risk,Eligible
188,Lisa Wilson,Female,Single,3,Graduate,Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,Approved,63900000,3.38,0.48,Very High,Fair,Medium Risk,Eligible
189,Kimberley F. Taylor,Female,Single,5,Not Graduate,Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,Approved,55600000,3.19,0.42,High,Fair,Medium Risk,Eligible
190,Karen O. Hernandez,Female,Widowed,1,Not Graduate,No,7400000,19800000,18,458,12600000,6200000,27700000,4000000,Rejected,50500000,2.68,0.39,High,Poor,Medium Risk,Not Eligible
191,Thomas Z. Gonzalez,Male,Married,1,Not Graduate,No,9000000,28200000,16,327,1700000,2300000,24000000,11200000,Rejected,39200000,3.13,0.72,Very High,Poor,Medium Risk,Not Eligible
192,Anthony Smith,Male,Single,0,Not Graduate,No,3000000,6500000,2,612,8800000,3400000,6700000,1700000,Approved,20600000,2.17,0.32,Medium,Fair,Medium Risk,Eligible
193,Sarah Jackson,Female,Married,1,Graduate,No,800000,2900000,8,682,2200000,1100000,2900000,700000,Approved,6900000,3.62,0.42,Low,Good,Medium Risk,Eligible
194,Linda Davis,Female,Married,2,Graduate,No,4800000,13200000,2,583,13700000,5800000,9500000,5200000,Approved,34200000,2.75,0.39,Medium,Fair,Medium Risk,Eligible
195,Michelle U. Davis,Female,Married,5,Not Graduate,No,6400000,18300000,8,697,10000000,3600000,22500000,3600000,Approved,39700000,2.86,0.46,High,Good,Medium Risk,Eligible
196,Sandra Brown,Female,Divorced,3,Graduate,No,9200000,27100000,12,306,5800000,11500000,28000000,9600000,Rejected,54900000,2.95,0.49,Very High,Poor,Medium Risk,Not Eligible
197,Ashley Brown,Female,Divorced,4,Not Graduate,Yes,400000,1500000,2,669,0,600000,900000,500000,Approved,2000000,3.75,0.75,Low,Good,Medium Risk,Eligible
198,Anthony Anderson,Male,Divorced,2,Not Graduate,No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,Approved,21900000,2.14,0.27,Medium,Excellent,Low Risk,Eligible
199,Donna U. Jones,Female,Single,4,Not Graduate,Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000,Rejected,52900000,3.4,0.55,Very High,Poor,Medium Risk,Not Eligible
200,Michelle I. Wilson,Female,Single,3,Graduate,Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000,Rejected,40000000,3.49,0.41,Medium,Poor,Medium Risk,Not Eligible
201,Susan Anderson,Female,Single,4,Not Graduate,Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,Rejected,77100000,2.16,0.27,Very High,Poor,Medium Risk,Not Eligible
202,Linda U. Lopez,Female,Single,2,Not Graduate,Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000,Rejected,20200000,2.34,0.44,Medium,Poor,Medium Risk,Not Eligible
203,Sarah O. Miller,Female,Single,2,Graduate,No,500000,1500000,2,888,1500000,300000,1500000,600000,Approved,3900000,3.0,0.38,Low,Excellent,Low Risk,Eligible
204,Kenneth Smith,Male,Single,2,Graduate,Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000,Rejected,50900000,2.26,0.31,High,Poor,Medium Risk,Not Eligible
205,Joshua Miller,Male,Married,4,Not Graduate,Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000,Approved,50800000,3.14,0.59,Very High,Excellent,Low Risk,Eligible
206,Joshua H. Miller,Male,Single,3,Not Graduate,No,2900000,6500000,18,827,8300000,600000,10400000,3200000,Approved,22500000,2.24,0.29,Medium,Excellent,Low Risk,Eligible
207,Kenneth Smith,Male,Widowed,2,Graduate,No,9800000,20900000,12,768,3400000,10200000,38600000,13400000,Approved,65600000,2.13,0.32,Very High,Excellent,Low Risk,Eligible
208,Andrew D. Rodriguez,Male,Married,0,Graduate,No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,Approved,46500000,2.17,0.33,High,Good,Low Risk,Eligible
209,David Smith,Male,Married,1,Not Graduate,Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,Rejected,44700000,2.48,0.43,Very High,Poor,Medium Risk,Not Eligible
210,Mary Garcia,Female,Single,3,Graduate,No,1400000,3300000,2,652,100000,2100000,3500000,1900000,Approved,7600000,2.36,0.43,Low,Good,Medium Risk,Eligible
211,Kimberley P. Brown,Female,Married,3,Graduate,No,7800000,15900000,2,665,14400000,900000,27200000,5400000,Approved,47900000,2.04,0.33,Very High,Good,Medium Risk,Eligible
212,Kimberley Jackson,Female,Married,5,Not Graduate,Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,Rejected,8100000,3.53,0.74,Low,Poor,Medium Risk,Not Eligible
213,Paul Martinez,Male,Widowed,2,Not Graduate,No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,Rejected,68400000,3.85,0.48,Very High,Poor,Medium Risk,Not Eligible
214,Steven Gonzalez,Male,Single,5,Not Graduate,No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,Approved,17200000,3.95,0.44,Low,Good,Low Risk,Eligible
215,Jennifer Williams,Female,Single,2,Not Graduate,Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,Approved,30000000,2.27,0.51,High,Good,Medium Risk,Eligible
216,Charles R. Martin,Male,Married,3,Graduate,Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,Approved,47400000,2.38,0.35,High,Excellent,Low Risk,Eligible
217,Michelle Taylor,Female,Married,2,Graduate,No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,Approved,14600000,3.0,0.53,Medium,Excellent,Low Risk,Eligible
218,Linda U. Brown,Female,Divorced,4,Graduate,Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,Approved,69000000,2.2,0.31,Very High,Excellent,Low Risk,Eligible
219,Mark N. Anderson,Male,Single,1,Not Graduate,Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,Approved,46600000,2.5,0.36,High,Good,Low Risk,Eligible
220,Betty K. Wilson,Female,Married,0,Not Graduate,No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,Rejected,19600000,3.53,0.58,Medium,Poor,Medium Risk,Not Eligible
221,Nancy P. Jones,Female,Single,4,Not Graduate,No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,Approved,19100000,3.59,0.54,Medium,Good,Medium Risk,Eligible
222,Michael Wilson,Male,Married,3,Graduate,Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,Approved,51100000,2.68,0.41,Very High,Good,Medium Risk,Eligible
223,Andrew R. Johnson,Male,Married,4,Not Graduate,Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,Rejected,28000000,3.18,0.44,Medium,Poor,Medium Risk,Not Eligible
224,Mark Y. Lopez,Male,Married,4,Graduate,Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,Rejected,32600000,2.39,0.34,Medium,Poor,Medium Risk,Not Eligible
225,Christopher Martin,Male,Single,3,Not Graduate,Yes,700000,1700000,8,733,1200000,800000,2400000,500000,Approved,4900000,2.43,0.35,Low,Good,Low Risk,Eligible
226,David Thomas,Male,Single,0,Not Graduate,No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,Rejected,43500000,3.0,0.36,High,Poor,Medium Risk,Not Eligible
227,Linda Z. Rodriguez,Female,Married,3,Not Graduate,Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Approved,34100000,3.49,0.6,High,Excellent,Low Risk,Eligible
228,Kenneth Rodriguez,Male,Single,4,Graduate,No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,Approved,37900000,2.65,0.5,High,Excellent,Low Risk,Eligible
229,Lisa Lopez,Female,Divorced,1,Not Graduate,Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,Approved,60700000,3.1,0.44,Very High,Good,Low Risk,Eligible
230,Jennifer A. Jones,Female,Single,3,Not Graduate,Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,Rejected,6800000,3.18,0.51,Low,Poor,Medium Risk,Not Eligible
231,Anthony Wilson,Male,Single,1,Graduate,Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Approved,28200000,2.72,0.39,Medium,Fair,Medium Risk,Eligible
232,Lisa B. Jackson,Female,Single,2,Graduate,No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,Approved,75100000,3.31,0.43,Very High,Poor,Medium Risk,Not Eligible
233,Michael Rodriguez,Male,Married,0,Not Graduate,Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,Approved,13800000,2.52,0.49,Medium,Excellent,Low Risk,Eligible
234,Sandra Rodriguez,Female,Married,3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,55700000,3.93,0.62,Very High,Poor,Medium Risk,Not Eligible
235,Sandra Brown,Female,Married,5,Not Graduate,Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,Approved,21000000,2.36,0.37,Medium,Fair,Medium Risk,Eligible
236,Kimberley Martinez,Female,Single,1,Graduate,Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Approved,53400000,3.39,0.44,High,Poor,Medium Risk,Not Eligible
237,James Miller,Male,Single,3,Graduate,Yes,900000,3500000,4,770,700000,0,2000000,600000,Rejected,3300000,3.89,1.06,Low,Excellent,Low Risk,Eligible
238,Charles Martinez,Male,Single,3,Graduate,Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Approved,23100000,3.78,0.67,Medium,Good,Medium Risk,Eligible
239,Barbara Jones,Female,Married,3,Not Graduate,Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Approved,18800000,3.72,0.93,Medium,Fair,Medium Risk,Eligible
240,Jennifer B. Gonzalez,Female,Married,5,Graduate,Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Rejected,28500000,3.41,0.41,Medium,Poor,Medium Risk,Not Eligible
241,Jennifer S. Hernandez,Female,Married,2,Graduate,No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Approved,60600000,2.34,0.37,Very High,Excellent,Low Risk,Eligible
242,Karen Brown,Female,Widowed,3,Not Graduate,Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Rejected,58400000,2.31,0.28,High,Poor,Medium Risk,Not Eligible
243,Kenneth L. Anderson,Male,Single,5,Graduate,No,5700000,12900000,18,807,4100000,900000,18600000,5500000,Approved,29100000,2.26,0.44,High,Excellent,Low Risk,Eligible
244,Thomas Q. Wilson,Male,Single,1,Not Graduate,Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,60600000,3.95,0.53,Very High,Excellent,Low Risk,Eligible
245,Lisa Davis,Female,Single,2,Not Graduate,No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,14200000,2.43,0.36,Low,Good,Medium Risk,Eligible
246,Paul Taylor,Male,Married,1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,45200000,3.51,0.62,Very High,Good,Low Risk,Eligible
247,Elizabeth Davis,Female,Single,2,Not Graduate,No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,65600000,3.66,0.45,Very High,Fair,Medium Risk,Eligible
248,Kenneth U. Jones,Male,Single,0,Not Graduate,Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Rejected,44700000,2.87,0.6,Very High,Poor,Medium Risk,Not Eligible
249,Margaret O. Jackson,Female,Married,0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,39900000,2.45,0.52,Very High,Poor,Medium Risk,Not Eligible
250,Lisa Jones,Female,Married,1,Not Graduate,Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,10600000,2.63,0.47,Low,Fair,Medium Risk,Eligible
251,Sarah Jackson,Female,Married,0,Not Graduate,Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,26100000,3.9,0.63,Medium,Poor,Medium Risk,Not Eligible
252,Margaret Anderson,Female,Single,5,Graduate,No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,18000000,3.5,0.51,Medium,Excellent,Low Risk,Eligible
253,Jennifer Q. Williams,Female,Single,3,Not Graduate,No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,26400000,2.3,0.32,Medium,Excellent,Low Risk,Eligible
254,Donald K. Jackson,Male,Married,0,Graduate,No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,39500000,3.51,0.78,Very High,Good,Low Risk,Eligible
255,Robert Anderson,Male,Divorced,2,Not Graduate,No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,16400000,2.24,0.29,Low,Poor,Medium Risk,Not Eligible
256,Jennifer B. Taylor,Female,Single,3,Graduate,Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,4100000,2.67,0.59,Low,Poor,Medium Risk,Not Eligible
257,Margaret F. Taylor,Female,Single,3,Graduate,Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,63900000,3.61,0.55,Very High,Excellent,Low Risk,Eligible
258,Betty V. Wilson,Female,Married,2,Not Graduate,No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,47800000,2.5,0.42,Very High,Poor,Medium Risk,Not Eligible
259,Jennifer Hernandez,Female,Married,0,Graduate,No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,77300000,3.96,0.5,Very High,Good,Medium Risk,Eligible
260,Sarah K. Martin,Female,Single,0,Not Graduate,Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,1700000,3.67,0.65,Low,Excellent,Low Risk,Eligible
261,Matthew W. Martinez,Male,Married,4,Not Graduate,No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,19100000,3.0,0.42,Medium,Poor,Medium Risk,Not Eligible
262,Kenneth Williams,Male,Single,3,Graduate,Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,46300000,2.65,0.42,High,Good,Low Risk,Eligible
263,Elizabeth Taylor,Female,Married,3,Graduate,No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,67500000,3.73,0.51,Very High,Poor,Medium Risk,Not Eligible
264,Mary Lopez,Female,Divorced,5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,62300000,2.34,0.36,Very High,Poor,Medium Risk,Not Eligible
265,Ashley Miller,Female,Single,5,Graduate,Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,21800000,3.79,0.66,Medium,Poor,Medium Risk,Not Eligible
266,Christopher R. Brown,Male,Married,0,Graduate,No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,54200000,2.34,0.36,Very High,Fair,Medium Risk,Eligible
